Hours_Studied,Pass_Result
1.0,0
1.009009009009009,0
1.018018018018018,0
1.027027027027027,0
1.0360360360360361,0
1.045045045045045,0
1.054054054054054,0
1.063063063063063,0
1.072072072072072,0
1.0810810810810811,0
1.09009009009009,0
1.0990990990990992,0
1.1081081081081081,0
1.117117117117117,0
1.1261261261261262,0
1.135135135135135,0
1.1441441441441442,0
1.1531531531531531,0
1.1621621621621623,0
1.1711711711711712,0
1.1801801801801801,0
1.1891891891891893,0
1.1981981981981982,0
1.2072072072072073,0
1.2162162162162162,0
1.2252252252252251,0
1.2342342342342343,0
1.2432432432432432,0
1.2522522522522523,0
1.2612612612612613,0
1.2702702702702702,0
1.2792792792792793,0
1.2882882882882882,0
1.2972972972972974,0
1.3063063063063063,0
1.3153153153153152,0
1.3243243243243243,0
1.3333333333333333,0
1.3423423423423424,0
1.3513513513513513,0
1.3603603603603602,0
1.3693693693693694,0
1.3783783783783785,0
1.3873873873873874,0
1.3963963963963963,0
1.4054054054054055,0
1.4144144144144144,0
1.4234234234234235,0
1.4324324324324325,0
1.4414414414414414,0
1.4504504504504505,0
1.4594594594594594,0
1.4684684684684686,0
1.4774774774774775,0
1.4864864864864864,0
1.4954954954954955,0
1.5045045045045045,0
1.5135135135135136,0
1.5225225225225225,0
1.5315315315315314,0
1.5405405405405406,0
1.5495495495495497,0
1.5585585585585586,0
1.5675675675675675,0
1.5765765765765765,0
1.5855855855855856,0
1.5945945945945947,0
1.6036036036036037,0
1.6126126126126126,0
1.6216216216216215,1
1.6306306306306306,0
1.6396396396396398,0
1.6486486486486487,0
1.6576576576576576,0
1.6666666666666665,0
1.6756756756756757,0
1.6846846846846848,0
1.6936936936936937,0
1.7027027027027026,0
1.7117117117117115,0
1.7207207207207207,0
1.7297297297297298,0
1.7387387387387387,0
1.7477477477477477,0
1.7567567567567568,0
1.7657657657657657,0
1.7747747747747749,0
1.7837837837837838,0
1.7927927927927927,0
1.8018018018018018,0
1.810810810810811,0
1.8198198198198199,0
1.8288288288288288,0
1.8378378378378377,0
1.8468468468468469,0
1.855855855855856,0
1.864864864864865,0
1.8738738738738738,0
1.8828828828828827,0
1.8918918918918919,0
1.900900900900901,0
1.90990990990991,0
1.9189189189189189,0
1.9279279279279278,0
1.936936936936937,0
1.945945945945946,0
1.954954954954955,0
1.9639639639639639,0
1.9729729729729728,0
1.981981981981982,0
1.990990990990991,0
2.0,0
2.009009009009009,0
2.018018018018018,0
2.027027027027027,0
2.036036036036036,0
2.045045045045045,0
2.054054054054054,0
2.063063063063063,0
2.0720720720720722,0
2.081081081081081,0
2.09009009009009,0
2.0990990990990994,0
2.108108108108108,0
2.1171171171171173,0
2.126126126126126,0
2.135135135135135,0
2.1441441441441444,0
2.153153153153153,0
2.1621621621621623,0
2.171171171171171,0
2.18018018018018,0
2.1891891891891895,0
2.198198198198198,0
2.2072072072072073,1
2.2162162162162162,0
2.225225225225225,0
2.2342342342342345,0
2.243243243243243,0
2.2522522522522523,1
2.2612612612612613,1
2.27027027027027,0
2.2792792792792795,0
2.288288288288288,0
2.2972972972972974,0
2.3063063063063063,0
2.315315315315315,0
2.3243243243243246,0
2.333333333333333,0
2.3423423423423424,0
2.3513513513513513,0
2.3603603603603602,0
2.3693693693693696,0
2.378378378378378,0
2.3873873873873874,1
2.3963963963963963,0
2.4054054054054053,0
2.4144144144144146,0
2.423423423423423,0
2.4324324324324325,0
2.4414414414414414,0
2.4504504504504503,0
2.4594594594594597,0
2.468468468468468,0
2.4774774774774775,0
2.4864864864864864,0
2.4954954954954953,0
2.5045045045045047,0
2.5135135135135136,0
2.5225225225225225,0
2.5315315315315314,0
2.5405405405405403,0
2.5495495495495497,0
2.5585585585585586,0
2.5675675675675675,0
2.5765765765765765,0
2.5855855855855854,0
2.5945945945945947,0
2.6036036036036037,1
2.6126126126126126,0
2.621621621621622,0
2.6306306306306304,0
2.6396396396396398,1
2.6486486486486487,0
2.6576576576576576,0
2.666666666666667,0
2.6756756756756754,0
2.684684684684685,0
2.6936936936936937,0
2.7027027027027026,0
2.711711711711712,0
2.7207207207207205,0
2.72972972972973,0
2.7387387387387387,0
2.7477477477477477,0
2.756756756756757,0
2.7657657657657655,0
2.774774774774775,0
2.7837837837837838,0
2.7927927927927927,0
2.801801801801802,0
2.8108108108108105,0
2.81981981981982,0
2.828828828828829,1
2.8378378378378377,0
2.846846846846847,0
2.8558558558558556,0
2.864864864864865,0
2.873873873873874,0
2.8828828828828827,0
2.891891891891892,0
2.9009009009009006,0
2.90990990990991,0
2.918918918918919,0
2.9279279279279278,0
2.936936936936937,0
2.9459459459459456,0
2.954954954954955,0
2.963963963963964,0
2.972972972972973,0
2.981981981981982,0
2.990990990990991,0
3.0,0
3.009009009009009,0
3.018018018018018,0
3.027027027027027,0
3.036036036036036,1
3.045045045045045,0
3.054054054054054,1
3.063063063063063,0
3.0720720720720722,0
3.081081081081081,0
3.09009009009009,0
3.099099099099099,0
3.108108108108108,0
3.1171171171171173,0
3.126126126126126,0
3.135135135135135,0
3.144144144144144,0
3.153153153153153,0
3.1621621621621623,1
3.171171171171171,1
3.18018018018018,1
3.189189189189189,0
3.1981981981981984,0
3.2072072072072073,1
3.2162162162162162,0
3.225225225225225,1
3.234234234234234,1
3.2432432432432434,1
3.2522522522522523,0
3.2612612612612613,0
3.27027027027027,1
3.279279279279279,0
3.2882882882882885,0
3.2972972972972974,0
3.3063063063063063,1
3.315315315315315,0
3.324324324324324,0
3.3333333333333335,0
3.3423423423423424,0
3.3513513513513513,1
3.3603603603603602,0
3.369369369369369,0
3.3783783783783785,1
3.3873873873873874,0
3.3963963963963963,0
3.4054054054054053,0
3.414414414414414,0
3.4234234234234235,0
3.4324324324324325,0
3.4414414414414414,0
3.4504504504504503,1
3.4594594594594597,1
3.4684684684684686,0
3.4774774774774775,0
3.4864864864864864,0
3.4954954954954953,0
3.5045045045045047,0
3.5135135135135136,0
3.5225225225225225,1
3.5315315315315314,0
3.5405405405405403,0
3.5495495495495497,0
3.5585585585585586,0
3.5675675675675675,0
3.5765765765765765,0
3.5855855855855854,0
3.5945945945945947,0
3.6036036036036037,0
3.6126126126126126,0
3.6216216216216215,0
3.6306306306306304,1
3.6396396396396398,0
3.6486486486486487,0
3.6576576576576576,0
3.6666666666666665,0
3.6756756756756754,0
3.684684684684685,0
3.6936936936936937,0
3.7027027027027026,0
3.7117117117117115,0
3.720720720720721,0
3.72972972972973,0
3.7387387387387387,0
3.7477477477477477,1
3.7567567567567566,0
3.765765765765766,0
3.774774774774775,1
3.7837837837837838,0
3.7927927927927927,0
3.8018018018018016,0
3.810810810810811,0
3.81981981981982,1
3.828828828828829,1
3.8378378378378377,0
3.8468468468468466,0
3.855855855855856,0
3.864864864864865,0
3.873873873873874,0
3.8828828828828827,0
3.8918918918918917,0
3.900900900900901,0
3.90990990990991,0
3.918918918918919,1
3.9279279279279278,0
3.9369369369369367,0
3.945945945945946,0
3.954954954954955,0
3.963963963963964,0
3.972972972972973,0
3.981981981981982,1
3.990990990990991,0
4.0,0
4.009009009009009,0
4.018018018018018,0
4.027027027027027,1
4.036036036036036,0
4.045045045045045,0
4.054054054054054,0
4.063063063063063,0
4.072072072072072,0
4.081081081081081,0
4.09009009009009,0
4.099099099099099,0
4.108108108108108,0
4.117117117117117,0
4.126126126126126,0
4.135135135135135,0
4.1441441441441444,0
4.153153153153153,0
4.162162162162162,1
4.171171171171171,0
4.18018018018018,0
4.1891891891891895,0
4.198198198198198,0
4.207207207207207,0
4.216216216216216,0
4.225225225225225,1
4.2342342342342345,0
4.243243243243244,0
4.252252252252252,0
4.261261261261261,0
4.27027027027027,0
4.2792792792792795,1
4.288288288288289,0
4.297297297297297,1
4.306306306306306,1
4.315315315315315,0
4.324324324324325,0
4.333333333333334,0
4.342342342342342,0
4.351351351351351,0
4.36036036036036,1
4.36936936936937,0
4.378378378378379,0
4.387387387387387,1
4.396396396396396,0
4.405405405405405,1
4.414414414414415,0
4.423423423423424,0
4.4324324324324325,1
4.441441441441441,0
4.45045045045045,1
4.45945945945946,1
4.468468468468469,1
4.4774774774774775,0
4.486486486486486,0
4.495495495495495,1
4.504504504504505,1
4.513513513513514,1
4.5225225225225225,0
4.531531531531531,0
4.54054054054054,1
4.54954954954955,0
4.558558558558559,1
4.5675675675675675,1
4.576576576576576,0
4.585585585585585,1
4.594594594594595,1
4.603603603603604,0
4.612612612612613,1
4.621621621621621,0
4.63063063063063,1
4.63963963963964,0
4.648648648648649,1
4.657657657657658,0
4.666666666666666,0
4.675675675675675,1
4.684684684684685,0
4.693693693693694,0
4.702702702702703,1
4.711711711711711,1
4.7207207207207205,1
4.72972972972973,1
4.738738738738739,0
4.747747747747748,0
4.756756756756756,0
4.7657657657657655,1
4.774774774774775,1
4.783783783783784,1
4.792792792792793,1
4.801801801801801,0
4.8108108108108105,0
4.81981981981982,0
4.828828828828829,1
4.837837837837838,0
4.846846846846846,1
4.8558558558558556,0
4.864864864864865,0
4.873873873873874,0
4.882882882882883,1
4.891891891891891,1
4.900900900900901,0
4.90990990990991,0
4.918918918918919,1
4.927927927927928,0
4.936936936936936,1
4.945945945945946,1
4.954954954954955,0
4.963963963963964,0
4.972972972972973,1
4.981981981981982,0
4.990990990990991,0
5.0,1
5.009009009009009,0
5.018018018018018,0
5.027027027027027,0
5.036036036036036,1
5.045045045045045,1
5.054054054054054,0
5.063063063063063,0
5.072072072072072,1
5.081081081081081,0
5.09009009009009,1
5.099099099099099,1
5.108108108108108,1
5.117117117117117,1
5.126126126126126,1
5.135135135135135,1
5.1441441441441444,1
5.153153153153153,0
5.162162162162162,0
5.171171171171171,0
5.18018018018018,0
5.1891891891891895,1
5.198198198198198,1
5.207207207207207,0
5.216216216216216,1
5.225225225225225,0
5.2342342342342345,1
5.243243243243243,0
5.252252252252252,1
5.261261261261261,0
5.27027027027027,1
5.2792792792792795,0
5.288288288288288,1
5.297297297297297,1
5.306306306306306,0
5.315315315315315,1
5.324324324324325,0
5.333333333333333,0
5.342342342342342,1
5.351351351351351,0
5.36036036036036,1
5.36936936936937,0
5.378378378378378,1
5.387387387387387,1
5.396396396396397,0
5.405405405405405,0
5.414414414414415,1
5.423423423423423,0
5.4324324324324325,1
5.441441441441442,1
5.45045045045045,1
5.45945945945946,1
5.468468468468468,1
5.4774774774774775,1
5.486486486486487,0
5.495495495495495,0
5.504504504504505,0
5.513513513513513,1
5.5225225225225225,1
5.531531531531532,0
5.54054054054054,0
5.54954954954955,1
5.558558558558558,0
5.5675675675675675,0
5.576576576576577,0
5.585585585585585,0
5.594594594594595,1
5.603603603603603,1
5.612612612612613,0
5.621621621621622,0
5.63063063063063,1
5.63963963963964,1
5.648648648648648,1
5.657657657657658,0
5.666666666666667,0
5.675675675675675,1
5.684684684684685,1
5.693693693693693,1
5.702702702702703,0
5.711711711711712,0
5.7207207207207205,0
5.72972972972973,1
5.738738738738738,1
5.747747747747748,1
5.756756756756757,1
5.7657657657657655,0
5.774774774774775,0
5.783783783783783,0
5.792792792792793,0
5.801801801801802,1
5.8108108108108105,0
5.81981981981982,0
5.828828828828828,0
5.837837837837838,1
5.846846846846847,1
5.8558558558558556,1
5.864864864864865,0
5.873873873873874,1
5.882882882882883,1
5.891891891891892,1
5.900900900900901,1
5.90990990990991,1
5.918918918918919,1
5.927927927927928,1
5.936936936936937,1
5.945945945945946,0
5.954954954954955,1
5.963963963963964,0
5.972972972972973,1
5.981981981981982,1
5.990990990990991,0
6.0,1
6.009009009009009,1
6.018018018018018,1
6.027027027027027,0
6.036036036036036,1
6.045045045045045,1
6.054054054054054,1
6.063063063063063,1
6.072072072072072,1
6.081081081081081,1
6.09009009009009,1
6.099099099099099,1
6.108108108108108,1
6.117117117117117,0
6.126126126126126,1
6.135135135135135,1
6.1441441441441444,0
6.153153153153153,1
6.162162162162162,1
6.171171171171171,0
6.18018018018018,0
